accession,bioproject,biosample,organism_name,group,environment,intraspecific_name,assembly_level,seq_rel_date,project,ftp_path
GCA_002715005.1,PRJNA391943,SAMN07620020,Rhodospirillaceae bacterium,Alphaproteobacteria,Marine,SAT126,Contig,10/25/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/715/005/GCA_002715005.1_ASM271500v1
GCA_002716125.1,PRJNA391943,SAMN07620003,Rhodospirillaceae bacterium,Alphaproteobacteria,Marine,SP8,Contig,10/25/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/716/125/GCA_002716125.1_ASM271612v1
GCA_002717045.1,PRJNA391943,SAMN07619562,Opitutaceae bacterium,PVC;Verrucomicrobia,Marine,SP4023,Contig,10/25/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/717/045/GCA_002717045.1_ASM271704v1
GCA_002717105.1,PRJNA391943,SAMN07618314,Alphaproteobacteria bacterium,Alphaproteobacteria,Marine,SP3983,Contig,10/25/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/717/105/GCA_002717105.1_ASM271710v1
GCA_002717185.1,PRJNA391943,SAMN07619999,Rhodospirillaceae bacterium,Alphaproteobacteria,Marine,SP360,Contig,10/25/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/717/185/GCA_002717185.1_ASM271718v1
GCA_002717265.1,PRJNA391943,SAMN07619656,Pelagibacterales bacterium,Alphaproteobacteria,Marine,SP361,Contig,10/25/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/717/265/GCA_002717265.1_ASM271726v1
GCA_002717545.1,PRJNA391943,SAMN07618313,Alphaproteobacteria bacterium,Alphaproteobacteria,Marine,SP334,Contig,10/25/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/717/545/GCA_002717545.1_ASM271754v1
GCA_002717895.1,PRJNA391943,SAMN07620002,Rhodospirillaceae bacterium,Alphaproteobacteria,Marine,SP4027,Contig,10/25/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/717/895/GCA_002717895.1_ASM271789v1
GCA_002718015.1,PRJNA391943,SAMN07620001,Rhodospirillaceae bacterium,Alphaproteobacteria,Marine,SP3966,Contig,10/25/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/718/015/GCA_002718015.1_ASM271801v1
GCA_002718135.1,PRJNA391943,SAMN07619640,Pelagibacteraceae bacterium,Alphaproteobacteria,Marine,SP346,Contig,10/25/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/718/135/GCA_002718135.1_ASM271813v1
GCA_002718155.1,PRJNA391943,SAMN07619804,Proteobacteria bacterium,Unclassified Proteobacteria,Marine,SP340,Contig,10/25/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/718/155/GCA_002718155.1_ASM271815v1
GCA_002718815.1,PRJNA391943,SAMN07619725,Planctomycetaceae bacterium,PVC;Planctomycetes,Marine,SP3083,Contig,10/25/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/718/815/GCA_002718815.1_ASM271881v1
GCA_002719885.1,PRJNA391943,SAMN07619997,Rhodospirillaceae bacterium,Alphaproteobacteria,Marine,SP3103,Contig,10/25/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/719/885/GCA_002719885.1_ASM271988v1
GCA_002720535.1,PRJNA391943,SAMN07619655,Pelagibacterales bacterium,Alphaproteobacteria,Marine,SP299,Contig,10/25/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/720/535/GCA_002720535.1_ASM272053v1
GCA_002720855.1,PRJNA391943,SAMN07619996,Rhodospirillaceae bacterium,Alphaproteobacteria,Marine,SP3,Contig,10/25/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/720/855/GCA_002720855.1_ASM272085v1
GCA_002721825.1,PRJNA391943,SAMN07619313,Magnetovibrio sp.,Alphaproteobacteria,Marine,SP232,Contig,10/25/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/721/825/GCA_002721825.1_ASM272182v1
GCA_002722095.1,PRJNA391943,SAMN07619992,Rhodospirillaceae bacterium,Alphaproteobacteria,Marine,SP275,Contig,10/25/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/722/095/GCA_002722095.1_ASM272209v1
GCA_002722775.1,PRJNA391943,SAMN07619991,Rhodospirillaceae bacterium,Alphaproteobacteria,Marine,SP205,Contig,10/25/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/722/775/GCA_002722775.1_ASM272277v1
GCA_002724215.1,PRJNA391943,SAMN07619164,Gemmatimonadetes bacterium,Gemmatimonadetes,Marine,RS822,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/724/215/GCA_002724215.1_ASM272421v1
GCA_002724245.1,PRJNA391943,SAMN07619714,Planctomycetaceae bacterium,PVC;Planctomycetes,Marine,RS398,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/724/245/GCA_002724245.1_ASM272424v1
GCA_002724395.1,PRJNA391943,SAMN07619972,Rhodospirillaceae bacterium,Alphaproteobacteria,Marine,RS386,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/724/395/GCA_002724395.1_ASM272439v1
GCA_002724505.1,PRJNA391943,SAMN07620019,Rhodospirillaceae bacterium,Alphaproteobacteria,Marine,RS382,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/724/505/GCA_002724505.1_ASM272450v1
GCA_002724555.1,PRJNA391943,SAMN07620258,Rickettsiales bacterium,Alphaproteobacteria,Marine,RS378,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/724/555/GCA_002724555.1_ASM272455v1
GCA_002725185.1,PRJNA391943,SAMN07618142,Acidiferrobacteraceae bacterium,Gammaproteobacteria,Marine,NP97,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/725/185/GCA_002725185.1_ASM272518v1
GCA_002725415.1,PRJNA391943,SAMN07619971,Rhodospirillaceae bacterium,Alphaproteobacteria,Marine,RS380,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/725/415/GCA_002725415.1_ASM272541v1
GCA_002725835.1,PRJNA391943,SAMN07618141,Acidiferrobacteraceae bacterium,Gammaproteobacteria,Marine,NP959,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/725/835/GCA_002725835.1_ASM272583v1
GCA_002726515.1,PRJNA391943,SAMN07619706,Planctomycetaceae bacterium,PVC;Planctomycetes,Marine,NP69,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/726/515/GCA_002726515.1_ASM272651v1
GCA_002727395.1,PRJNA391943,SAMN07620027,Rhodospirillales bacterium,Alphaproteobacteria,Marine,RS665,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/727/395/GCA_002727395.1_ASM272739v1
GCA_002727475.1,PRJNA391943,SAMN07620170,Thiotrichales bacterium,Gammaproteobacteria,Marine,RS615,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/727/475/GCA_002727475.1_ASM272747v1
GCA_002727965.1,PRJNA391943,SAMN07619310,Magnetovibrio sp.,Alphaproteobacteria,Marine,RS450,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/727/965/GCA_002727965.1_ASM272796v1
GCA_002728095.1,PRJNA391943,SAMN07619892,Rhodobacteraceae bacterium,Alphaproteobacteria,Marine,RS437,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/728/095/GCA_002728095.1_ASM272809v1
GCA_002728255.1,PRJNA391943,SAMN07619976,Rhodospirillaceae bacterium,Alphaproteobacteria,Marine,RS697,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/728/255/GCA_002728255.1_ASM272825v1
GCA_002728445.1,PRJNA391943,SAMN07620371,Gammaproteobacteria bacterium,Gammaproteobacteria,Marine,RS470,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/728/445/GCA_002728445.1_ASM272844v1
GCA_002729445.1,PRJNA391943,SAMN07620176,Variovorax sp.,Betaproteobacteria,Marine,NP4,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/729/445/GCA_002729445.1_ASM272944v1
GCA_002729925.1,PRJNA391943,SAMN07620108,Sphingobium sp.,Alphaproteobacteria,Marine,NP43,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/729/925/GCA_002729925.1_ASM272992v1
GCA_002730365.1,PRJNA391943,SAMN07618666,Deltaproteobacteria bacterium,Deltaproteobacteria,Marine,NP14,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/730/365/GCA_002730365.1_ASM273036v1
GCA_002730675.1,PRJNA391943,SAMN07619968,Rhodospirillaceae bacterium,Alphaproteobacteria,Marine,NP1282,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/730/675/GCA_002730675.1_ASM273067v1
GCA_002731295.1,PRJNA391943,SAMN07618137,Acidiferrobacteraceae bacterium,Gammaproteobacteria,Marine,NP122,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/731/295/GCA_002731295.1_ASM273129v1
GCA_002731375.1,PRJNA391943,SAMN07619967,Rhodospirillaceae bacterium,Alphaproteobacteria,Marine,NP113,Contig,10/26/17,Tara Oceans Consortium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/731/375/GCA_002731375.1_ASM273137v1
GCA_003131245.1,PRJNA386568,SAMN08179517,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,palsa_1514,Scaffold,5/18/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/131/245/GCA_003131245.1_20120500_P39
GCA_003131345.1,PRJNA386568,SAMN08179512,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,palsa_1513,Scaffold,5/18/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/131/345/GCA_003131345.1_20120500_P38
GCA_003131425.1,PRJNA386568,SAMN08179502,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,palsa_1511,Contig,5/18/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/131/425/GCA_003131425.1_20120500_P36
GCA_003131525.1,PRJNA386568,SAMN08179496,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,palsa_1510,Scaffold,5/18/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/131/525/GCA_003131525.1_20120500_P35
GCA_003131605.1,PRJNA386568,SAMN08179491,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,palsa_1507,Scaffold,5/18/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/131/605/GCA_003131605.1_20120500_P33
GCA_003131725.1,PRJNA386568,SAMN08179508,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,palsa_1512,Contig,5/18/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/131/725/GCA_003131725.1_20120500_P37
GCA_003131885.1,PRJNA386568,SAMN08179495,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,palsa_1509,Scaffold,5/18/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/131/885/GCA_003131885.1_20120500_P34
GCA_003133345.1,PRJNA386568,SAMN08179459,Rhizobiales bacterium,Alphaproteobacteria,Sediment,palsa_910,Scaffold,5/18/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/133/345/GCA_003133345.1_20120500_P27
GCA_003133905.1,PRJNA386568,SAMN08179385,Gammaproteobacteria bacterium,Gammaproteobacteria,Sediment,bog_1205,Scaffold,5/18/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/133/905/GCA_003133905.1_20111000_S3D
GCA_003134045.1,PRJNA386568,SAMN08179374,Gammaproteobacteria bacterium,Gammaproteobacteria,Sediment,bog_1204,Scaffold,5/18/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/134/045/GCA_003134045.1_20111000_S2M
GCA_003134965.1,PRJNA386568,SAMN08179300,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,palsa_1496,Scaffold,5/18/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/134/965/GCA_003134965.1_20111000_P3D
GCA_003135555.1,PRJNA386568,SAMN08179322,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,palsa_1497,Scaffold,5/18/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/135/555/GCA_003135555.1_20111000_P3M
GCA_003135855.1,PRJNA386568,SAMN08179345,Deltaproteobacteria bacterium,Deltaproteobacteria,Sediment,palsa_1115,Scaffold,5/18/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/135/855/GCA_003135855.1_20111000_P3M
GCA_003135975.1,PRJNA386568,SAMN08178968,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,bog_1486,Scaffold,5/18/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/135/975/GCA_003135975.1_20110700_S1M
GCA_003139835.1,PRJNA386568,SAMN08179201,Gammaproteobacteria bacterium,Gammaproteobacteria,Sediment,bog_1199,Scaffold,5/18/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/139/835/GCA_003139835.1_20110800_S2M
GCA_003140215.1,PRJNA386568,SAMN08179128,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,palsa_1490,Scaffold,5/18/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/140/215/GCA_003140215.1_20110800_P1M
GCA_003140315.1,PRJNA386568,SAMN08179121,Rhizobiales bacterium,Alphaproteobacteria,Sediment,palsa_894,Scaffold,5/18/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/140/315/GCA_003140315.1_20110800_P1M
GCA_003151425.1,PRJNA386568,SAMN08179896,Acetobacteraceae bacterium,Alphaproteobacteria,Sediment,palsa_925,Scaffold,5/24/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/151/425/GCA_003151425.1_20120700_P3D
GCA_003151695.1,PRJNA386568,SAMN08179880,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,palsa_1522,Contig,5/24/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/151/695/GCA_003151695.1_20120700_P3D
GCA_003153415.1,PRJNA386568,SAMN08179868,Rhodospirillales bacterium,Alphaproteobacteria,Sediment,palsa_924,Scaffold,5/24/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/153/415/GCA_003153415.1_20120700_P3D
GCA_003156025.1,PRJNA386568,SAMN08179673,Gammaproteobacteria bacterium,Gammaproteobacteria,Sediment,bog_1215,Scaffold,5/24/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/156/025/GCA_003156025.1_20120600_S2M
GCA_003158155.1,PRJNA386568,SAMN08179643,Gammaproteobacteria bacterium,Gammaproteobacteria,Sediment,bog_1214,Scaffold,5/24/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/158/155/GCA_003158155.1_20120600_S1D
GCA_003161435.1,PRJNA386568,SAMN08178792,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,palsa_1479,Scaffold,5/25/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/161/435/GCA_003161435.1_20110600_P1M
GCA_003161555.1,PRJNA386568,SAMN08178779,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,palsa_1478,Scaffold,5/25/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/161/555/GCA_003161555.1_20110600_P1M
GCA_003161655.1,PRJNA386568,SAMN08178772,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,palsa_1477,Contig,5/25/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/161/655/GCA_003161655.1_20110600_P1D
GCA_003163815.1,PRJNA386568,SAMN08180195,Gammaproteobacteria bacterium,Gammaproteobacteria,Sediment,bog_1227,Scaffold,5/25/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/163/815/GCA_003163815.1_20120800_S1M
GCA_003164045.1,PRJNA386568,SAMN08179990,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,bog_1526,Scaffold,5/25/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/164/045/GCA_003164045.1_20120700_S1D
GCA_003164175.1,PRJNA386568,SAMN08179973,Acetobacteraceae bacterium,Alphaproteobacteria,Sediment,bog_936,Scaffold,5/25/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/164/175/GCA_003164175.1_20120700_S1D
GCA_003164305.1,PRJNA386568,SAMN08179959,Acetobacteraceae bacterium,Alphaproteobacteria,Sediment,bog_934,Scaffold,5/25/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/164/305/GCA_003164305.1_20120700_S1D
GCA_003164375.1,PRJNA386568,SAMN08179954,Rhizobiales bacterium,Alphaproteobacteria,Sediment,bog_931,Scaffold,5/25/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/164/375/GCA_003164375.1_20120700_S1D
GCA_003164495.1,PRJNA386568,SAMN08179944,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,bog_1524,Scaffold,5/25/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/164/495/GCA_003164495.1_20120700_S1D
GCA_003164785.1,PRJNA386568,SAMN08179927,Gammaproteobacteria bacterium,Gammaproteobacteria,Sediment,bog_1223,Scaffold,5/25/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/164/785/GCA_003164785.1_20120700_S1D
GCA_003164965.1,PRJNA386568,SAMN08179986,Gammaproteobacteria bacterium,Gammaproteobacteria,Sediment,bog_1224,Scaffold,5/25/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/164/965/GCA_003164965.1_20120700_S1D
GCA_003168115.1,PRJNA386568,SAMN08178912,Acetobacteraceae bacterium,Alphaproteobacteria,Sediment,palsa_883,Scaffold,5/25/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/168/115/GCA_003168115.1_20110700_P2D
GCA_003168375.1,PRJNA386568,SAMN08178887,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,palsa_1480,Scaffold,5/25/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/168/375/GCA_003168375.1_20110700_P1D
GCA_003169275.1,PRJNA386568,SAMN08178822,Gammaproteobacteria bacterium,Gammaproteobacteria,Sediment,bog_1195,Scaffold,5/25/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/169/275/GCA_003169275.1_20110600_S1M
GCA_003169995.1,PRJNA386568,SAMN08179091,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,palsa_1488,Contig,5/25/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/169/995/GCA_003169995.1_20110800_P1D
GCA_003170175.1,PRJNA386568,SAMN08179117,Rhizobiales bacterium,Alphaproteobacteria,Sediment,palsa_891,Scaffold,5/25/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/170/175/GCA_003170175.1_20110800_P1M
GCA_003170235.1,PRJNA386568,SAMN08179116,Rhizobiales bacterium,Alphaproteobacteria,Sediment,palsa_893,Scaffold,5/25/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/170/235/GCA_003170235.1_20110800_P1M
GCA_003170255.1,PRJNA386568,SAMN08179109,candidate division WPS-2 bacterium,Candidate Division WPS-2,Sediment,palsa_1489,Scaffold,5/25/18,"Australian Centre for Ecogenomics, The University of Queensland",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/170/255/GCA_003170255.1_20110800_P1D
GCA_003220195.1,PRJNA449266,SAMN08911914,Candidatus Rokubacteria bacterium,Candidatus Rokubacteria,Soil,AR8,Scaffold,6/12/18,Jill Banfield's Lab at Berkeley,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/220/195/GCA_003220195.1_ASM322019v1
GCA_003220225.1,PRJNA449266,SAMN08911913,Candidatus Rokubacteria bacterium,Candidatus Rokubacteria,Soil,AR7,Scaffold,6/12/18,Jill Banfield's Lab at Berkeley,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/220/225/GCA_003220225.1_ASM322022v1
GCA_003220255.1,PRJNA449266,SAMN08911912,Candidatus Rokubacteria bacterium,Candidatus Rokubacteria,Soil,AR6,Scaffold,6/12/18,Jill Banfield's Lab at Berkeley,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/220/255/GCA_003220255.1_ASM322025v1
GCA_003220265.1,PRJNA449266,SAMN08911911,Candidatus Rokubacteria bacterium,Candidatus Rokubacteria,Soil,AR5,Scaffold,6/12/18,Jill Banfield's Lab at Berkeley,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/220/265/GCA_003220265.1_ASM322026v1
GCA_003220275.1,PRJNA449266,SAMN08911948,Candidatus Rokubacteria bacterium,Candidatus Rokubacteria,Soil,AR42,Scaffold,6/12/18,Jill Banfield's Lab at Berkeley,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/220/275/GCA_003220275.1_ASM322027v1
GCA_003220315.1,PRJNA449266,SAMN08911947,Candidatus Rokubacteria bacterium,Candidatus Rokubacteria,Soil,AR41,Contig,6/12/18,Jill Banfield's Lab at Berkeley,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/220/315/GCA_003220315.1_ASM322031v1
GCA_003220335.1,PRJNA449266,SAMN08911946,Candidatus Rokubacteria bacterium,Candidatus Rokubacteria,Soil,AR40,Scaffold,6/12/18,Jill Banfield's Lab at Berkeley,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/220/335/GCA_003220335.1_ASM322033v1
GCA_003220345.1,PRJNA449266,SAMN08911910,Candidatus Rokubacteria bacterium,Candidatus Rokubacteria,Soil,AR4,Scaffold,6/12/18,Jill Banfield's Lab at Berkeley,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/220/345/GCA_003220345.1_ASM322034v1
