accession,name,ncbi_group,group,strain,biosample,bioproject,study,source,reference,status,size,gc,replicons,wgs,scaffolds,CDS,release_date,genbank_ftp,refseq_ftp
K_DeepCast_250m_m2_101,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_DeepCast_35m_m1_317,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_DeepCast_35m_m2_067,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_DeepCast_35m_m2_271,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_DeepCast_35m_m2_271,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_Offshore_120m_m2_043,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_Offshore_120m_m2_043,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_Offshore_40m_mx_105,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_Offshore_40m_mx_120,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_Offshore_80m_m1_144,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_Offshore_80m_m2_049,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_Offshore_80m_m2_051,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_Offshore_80m_m2_081,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_Offshore_80m_m2_107,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_Offshore_80m_m2_146,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_Offshore_80m_m2_162,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_Offshore_80m_m2_186,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_Offshore_80m_m2_186,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_Offshore_80m_m2_191,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_Offshore_80m_m2_228,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
K_Offshore_surface_m1_194,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
M_DeepCast_200m_m2_174,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
M_DeepCast_400m_m1_040,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
M_DeepCast_50m_m2_111,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
M_DeepCast_50m_m2_111,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
M_DeepCast_65m_m2_129,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
M_surface_10_m2_180,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
M_surface_9_m2_109,Alphaproteobacteria,NA,Alphaproteobacteria,,NA,NA,Lake_Tanganyika,freshwater,Tran et al. 2019,,,,,,,,,,
GCA_002692905.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,IN1311,SAMN07618308,PRJna391943,Reconstruction of MAGs from global oceans TARA oceans,marine,Tully et al. 2018 Sci Data,Contig,2.59203,49.5,,NZMK01,130,2397,2017-10-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/692/905/GCA_002692905.1_ASM269290v1,
GCA_002717105.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SP3983,SAMN07618314,PRJna391943,Reconstruction of MAGs from global oceans TARA oceans,marine,Tully et al. 2018 Sci Data,Contig,4.13601,57.9,,PBCT01,36,4045,2017-10-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/717/105/GCA_002717105.1_ASM271710v1,
GCA_002717545.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SP334,SAMN07618313,PRJna391943,Reconstruction of MAGs from global oceans TARA oceans,marine,Tully et al. 2018 Sci Data,Contig,2.13526,39.7,,PBDZ01,13,2006,2017-10-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/717/545/GCA_002717545.1_ASM271754v1,
GCA_004213885.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,MED-G100,SAMN10841219,PRJna352798,marine metagenome,marine,na,Contig,1.40593,28.7,,SGYL01,16,1437,2019-02-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/213/885/GCA_004213885.1_ASM421388v1,
GCA_005772685.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,F1-120-MAGs058,SAMN11368627,PRJna531348,Lake Fuxian metagenomes,freshwater,na,Contig,3.63018,66.9,,SXIU01,584,0,2019-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/772/685/GCA_005772685.1_ASM577268v1,
GCA_005777615.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,F1-120-MAGs142,SAMN11368711,PRJna531348,Lake Fuxian metagenomes,freshwater,na,Contig,0.968444,65.6,,SXLO01,230,0,2019-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/777/615/GCA_005777615.1_ASM577761v1,
GCA_005777635.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,F1-120-MAGs143,SAMN11368712,PRJna531348,Lake Fuxian metagenomes,freshwater,na,Contig,4.92657,65,,SXLP01,908,0,2019-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/777/635/GCA_005777635.1_ASM577763v1,
GCA_005777685.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,F1-120-MAGs146,SAMN11368715,PRJna531348,Lake Fuxian metagenomes,freshwater,na,Contig,3.63076,62.8,,SXLS01,838,0,2019-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/777/685/GCA_005777685.1_ASM577768v1,
GCA_005786825.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,F1-20-MAGs201,SAMN11369199,PRJna531348,Lake Fuxian metagenomes,freshwater,na,Contig,2.0512,61.8,,SYCU01,456,0,2019-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/786/825/GCA_005786825.1_ASM578682v1,
GCA_005793415.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,F1-140-MAGs077,SAMN11368898,PRJna531348,Lake Fuxian metagenomes,freshwater,na,Contig,3.31162,66.3,,SXSF01,491,0,2019-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/793/415/GCA_005793415.1_ASM579341v1,
GCA_005798725.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,F1-60-MAGs161,SAMN11369371,PRJna531348,Lake Fuxian metagenomes,freshwater,na,Contig,3.84189,67,,SYIR01,612,0,2019-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/798/725/GCA_005798725.1_ASM579872v1,
GCA_005801285.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,F1-60-MAGs063,SAMN11369273,PRJna531348,Lake Fuxian metagenomes,freshwater,na,Contig,0.809657,63.3,,SYFB01,133,0,2019-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/801/285/GCA_005801285.1_ASM580128v1,
GCA_005803925.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,F1-80-MAGs182,SAMN11369565,PRJna531348,Lake Fuxian metagenomes,freshwater,na,Contig,1.40976,66.4,,SYPL01,321,0,2019-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/803/925/GCA_005803925.1_ASM580392v1,
GCA_005803935.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,F1-80-MAGs183,SAMN11369566,PRJna531348,Lake Fuxian metagenomes,freshwater,na,Contig,1.57599,63.3,,SYPM01,313,0,2019-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/803/935/GCA_005803935.1_ASM580393v1,
GCA_005804215.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,F1-80-MAGs152,SAMN11369535,PRJna531348,Lake Fuxian metagenomes,freshwater,na,Contig,2.7327,68.4,,SYON01,490,0,2019-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/804/215/GCA_005804215.1_ASM580421v1,
GCA_005805225.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,F1-80-MAGs118,SAMN11369501,PRJna531348,Lake Fuxian metagenomes,freshwater,na,Contig,4.17284,66.7,,SYNH01,602,0,2019-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/805/225/GCA_005805225.1_ASM580522v1,
GCA_005882425.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_20,SAMN11380278,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,3.70438,66,,VAZY01,424,3419,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/882/425/GCA_005882425.1_ASM588242v1,
GCA_005882475.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_11,SAMN11380269,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,4.8417,60.1,,VAZP01,787,4456,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/882/475/GCA_005882475.1_ASM588247v1,
GCA_005883105.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_22,SAMN11380280,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,3.73727,63.1,,VBAA01,807,3492,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/883/105/GCA_005883105.1_ASM588310v1,
GCA_005883135.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_8,SAMN11380266,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,5.88055,63.5,,VAZM01,670,5294,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/883/135/GCA_005883135.1_ASM588313v1,
GCA_005883445.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_7,SAMN11380265,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,4.90531,64,,VAZL01,986,4659,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/883/445/GCA_005883445.1_ASM588344v1,
GCA_005884465.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_3,SAMN11380261,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,3.82995,61.8,,VAZH01,678,3744,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/884/465/GCA_005884465.1_ASM588446v1,
GCA_005884545.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_25,SAMN11380283,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,3.86949,62.5,,VBAD01,399,3589,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/884/545/GCA_005884545.1_ASM588454v1,
GCA_005884595.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_6,SAMN11380264,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,4.97997,62.7,,VAZK01,642,4654,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/884/595/GCA_005884595.1_ASM588459v1,
GCA_005884685.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_29,SAMN11380287,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,5.39478,65.5,,VBAH01,107,5177,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/884/685/GCA_005884685.1_ASM588468v1,
GCA_005884705.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_27,SAMN11380285,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,4.02946,67.4,,VBAF01,636,4090,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/884/705/GCA_005884705.1_ASM588470v1,
GCA_005884745.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_16,SAMN11380274,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,3.36026,66.3,,VAZU01,420,3098,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/884/745/GCA_005884745.1_ASM588474v1,
GCA_005884765.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_17,SAMN11380275,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,6.65163,61.8,,VAZV01,312,6170,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/884/765/GCA_005884765.1_ASM588476v1,
GCA_005884835.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_10,SAMN11380268,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,4.72462,62.7,,VAZO01,772,4419,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/884/835/GCA_005884835.1_ASM588483v1,
GCA_005884855.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_14,SAMN11380272,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,3.23235,60.3,,VAZS01,461,3096,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/884/855/GCA_005884855.1_ASM588485v1,
GCA_005885285.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_2,SAMN11380260,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,6.24035,61.9,,VAZG01,623,6022,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/885/285/GCA_005885285.1_ASM588528v1,
GCA_005888495.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_4,SAMN11380262,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,3.57053,65.2,,VAZI01,657,3585,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/888/495/GCA_005888495.1_ASM588849v1,
GCA_005888515.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_13,SAMN11380271,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,2.76356,65.3,,VAZR01,409,2735,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/888/515/GCA_005888515.1_ASM588851v1,
GCA_005888525.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_23,SAMN11380281,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,4.5482,65.3,,VBAB01,1001,4441,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/888/525/GCA_005888525.1_ASM588852v1,
GCA_005888555.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_5,SAMN11380263,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,2.93042,65.4,,VAZJ01,449,2887,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/888/555/GCA_005888555.1_ASM588855v1,
GCA_005888565.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AP_28,SAMN11380286,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,4.01462,62.1,,VBAG01,756,3790,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/888/565/GCA_005888565.1_ASM588856v1,
GCA_006844765.1,Alphaproteobacteria bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,BinT2.006_T3.003,SAMN11078091,PRJna522277,cold seep metagenome,terrestrial,Taubert et al. 2019,Contig,3.45049,56.7,,SPJV01,222,0,2019-07-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/844/765/GCA_006844765.1_ASM684476v1,
GCA_001920255.1,Alphaproteobacteria bacterium 13_1_20CM_3_64_12,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,,SAMN04327754,PRJna297196,"meadow soil samples from Angelo, CA ",terrestrial,Butterfield et al. 2016 PeerJ,Scaffold,1.76971,64.2,,MNJL01,162,1489,2016-12-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/920/255/GCA_001920255.1_ASM192025v1,
GCA_001920055.1,Alphaproteobacteria bacterium 13_1_20CM_4_65_11,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,,SAMN04327799,PRJna297196,"meadow soil samples from Angelo, CA ",terrestrial,Butterfield et al. 2016 PeerJ,Scaffold,0.538487,65.5,,MNJB01,48,498,2016-12-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/920/055/GCA_001920055.1_ASM192005v1,
GCA_001915105.1,Alphaproteobacteria bacterium 13_2_20CM_2_64_7,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,,SAMN04327923,PRJna297196,"meadow soil samples from Angelo, CA ",terrestrial,Butterfield et al. 2016 PeerJ,Scaffold,6.44703,63.8,,MNDV01,357,5670,2016-12-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/915/105/GCA_001915105.1_ASM191510v1,
GCA_001897995.1,Alphaproteobacteria bacterium 65-37,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,65-37,SAMN05660512,PRJna279279,Metagenomic analysis of thiocyanate and cyanide biodegrading microbial consortia ,engineered,Kantor RS et al 2015 Env Micro,Scaffold,7.14939,65.7,,MKRV01,319,6461,2016-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/897/995/GCA_001897995.1_ASM189799v1,
GCA_002238645.1,Alphaproteobacteria bacterium bin52,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,bin52,SAMN05959514,PRJna326328,sponge metagenome,symbiont,Slaby et al. 2017,Contig,4.20251,66.5,,MPMT01,120,0,2017-08-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/238/645/GCA_002238645.1_ASM223864v1,
GCA_002238885.1,Alphaproteobacteria bacterium bin95,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,bin95,SAMN05959526,PRJna326328,sponge metagenome,symbiont,Slaby et al. 2017,Contig,3.41475,66.3,,MPNF01,582,0,2017-08-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/238/885/GCA_002238885.1_ASM223888v1,
GCA_001510035.1,Alphaproteobacteria bacterium casp-alpha1,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,casp-alpha1,SAMN03658264,PRJna279271,caspian sea metagenome,marine,na,Contig,3.33646,31.3,,LFEM01,213,0,2015-12-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/510/035/GCA_001510035.1_ASM151003v1,
GCA_002841225.1,Alphaproteobacteria bacterium HGW-Alphaproteobacteria-16,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,HGW-Alphaproteobacteria-16,SAMN06767563,PRJna321556,groundwater metagenome,subsurface,Hernsdor et al,Scaffold,3.9218,64.2,,PHEJ01,294,3907,2017-12-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/841/225/GCA_002841225.1_ASM284122v1,
GCA_002937525.1,Alphaproteobacteria bacterium MarineAlpha10_Bin3,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,MarineAlpha10_Bin3,SAMN07286232,PRJna390581,marine metagenome,marine,na,Contig,2.30103,62.1,,PTKA01,502,2627,2018-02-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/937/525/GCA_002937525.1_ASM293752v1,
GCA_002937455.1,Alphaproteobacteria bacterium MarineAlpha11_Bin1,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,MarineAlpha11_Bin1,SAMN07286233,PRJna390581,marine metagenome,marine,na,Contig,2.99409,50.3,,PTJZ01,19,2824,2018-02-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/937/455/GCA_002937455.1_ASM293745v1,
GCA_002937505.1,Alphaproteobacteria bacterium MarineAlpha12_Bin1,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,MarineAlpha12_Bin1,SAMN07286234,PRJna390581,marine metagenome,marine,na,Contig,2.34336,39.8,,PTJY01,12,2224,2018-02-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/937/505/GCA_002937505.1_ASM293750v1,
GCA_002938275.1,Alphaproteobacteria bacterium MarineAlpha4_Bin1,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,MarineAlpha4_Bin1,SAMN07286201,PRJna390581,marine metagenome,marine,na,Contig,2.30103,62.1,,PTLF01,502,2627,2018-02-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/938/275/GCA_002938275.1_ASM293827v1,
GCA_002938015.1,Alphaproteobacteria bacterium MarineAlpha4_Bin2,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,MarineAlpha4_Bin2,SAMN07286202,PRJna390581,marine metagenome,marine,na,Contig,2.33123,52.7,,PTLE01,407,2463,2018-02-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/938/015/GCA_002938015.1_ASM293801v1,
GCA_002937655.1,Alphaproteobacteria bacterium MarineAlpha9_Bin3,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,MarineAlpha9_Bin3,SAMN07286225,PRJna390581,marine metagenome,marine,na,Contig,1.62447,29.3,,PTKH01,72,1711,2018-02-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/937/655/GCA_002937655.1_ASM293765v1,
GCA_002937595.1,Alphaproteobacteria bacterium MarineAlpha9_Bin5,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,MarineAlpha9_Bin5,SAMN07286227,PRJna390581,marine metagenome,marine,na,Contig,2.15667,50.1,,PTKF01,197,2177,2018-02-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/937/595/GCA_002937595.1_ASM293759v1,
GCA_002937585.1,Alphaproteobacteria bacterium MarineAlpha9_Bin6,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,MarineAlpha9_Bin6,SAMN07286228,PRJna390581,marine metagenome,marine,na,Contig,2.37751,50.1,,PTKE01,116,2372,2018-02-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/937/585/GCA_002937585.1_ASM293758v1,
