>2582580538_2582678739,ME16806DRAFT_00697
>GCA_001464815.1_ONFGAKJC_01102,Alpha-ketoglutarate-dependent
>GCA_001464815.1_ONFGAKJC_01103,hypothetical
>GCA_001464815.1_ONFGAKJC_01104,ATP-dependent
>GCA_001464815.1_ONFGAKJC_01105,(2R)-3-sulfolactate
>GCA_001464855.1_COOBIOJD_00612,hypothetical
>GCA_001464855.1_COOBIOJD_00613,hypothetical
>GCA_001464855.1_COOBIOJD_00614,3-phenylpropionate/cinnamic
>GCA_001464855.1_COOBIOJD_00615,Alpha-ketoglutarate-dependent
>GCA_001464855.1_COOBIOJD_00616,Bifunctional
>GCA_001464855.1_COOBIOJD_00617,hypothetical
>GCA_001464855.1_COOBIOJD_00618,hypothetical
>GCA_001464855.1_COOBIOJD_04220,Acyl-CoA
>GCA_001464855.1_COOBIOJD_04221,hypothetical
>GCA_001464855.1_COOBIOJD_04222,Fatty
>GCA_001464855.1_COOBIOJD_04223,Alpha-ketoglutarate-dependent
>GCA_001464855.1_COOBIOJD_04224,Oligopeptide-binding
>GCA_001464855.1_COOBIOJD_04225,Silver
>GCA_001464855.1_COOBIOJD_04226,Copper-sensing
>GCA_001464895.1_OHMJOGOH_00559,Fe(2+)
>GCA_001464895.1_OHMJOGOH_00560,hypothetical
>GCA_001464895.1_OHMJOGOH_00561,Ectoine
>GCA_001464895.1_OHMJOGOH_00562,Alpha-ketoglutarate-dependent
>GCA_001464895.1_OHMJOGOH_00563,hypothetical
>GCA_001464895.1_OHMJOGOH_00564,Long-chain-alcohol
>GCA_001464895.1_OHMJOGOH_00565,2-aminoadipate
>GCA_001464935.1_KFLPBLAO_03131,Homospermidine
>GCA_001464935.1_KFLPBLAO_03132,Putative
>GCA_001464935.1_KFLPBLAO_03133,hypothetical
>GCA_001464935.1_KFLPBLAO_03134,Alpha-ketoglutarate-dependent
>GCA_001464935.1_KFLPBLAO_03135,hypothetical
>GCA_001464935.1_KFLPBLAO_03136,hypothetical
>GCA_001464935.1_KFLPBLAO_03137,3-oxoacyl-[acyl-carrier-protein]
>GCA_001464955.1_MFHLMLHH_03313,Maleylacetate
>GCA_001464955.1_MFHLMLHH_03314,hypothetical
>GCA_001464955.1_MFHLMLHH_03315,2-(hydroxymethyl)glutarate
>GCA_001464955.1_MFHLMLHH_03316,Alpha-ketoglutarate-dependent
>GCA_001464955.1_MFHLMLHH_03317,tRNA
>GCA_001464955.1_MFHLMLHH_03318,Multifunctional
>GCA_001464955.1_MFHLMLHH_03319,hypothetical
>GCA_001464955.1_MFHLMLHH_03563,ATP-dependent
>GCA_001464955.1_MFHLMLHH_03564,hypothetical
>GCA_001464955.1_MFHLMLHH_03565,DNA
>GCA_001464955.1_MFHLMLHH_03566,Alpha-ketoglutarate-dependent
>GCA_001464955.1_MFHLMLHH_03567,hypothetical
>GCA_001464955.1_MFHLMLHH_03569,2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate
>GCA_001464955.1_MFHLMLHH_03570,hypothetical
>GCA_001526365.1_DBKDKOLI_03090,hypothetical
>GCA_001526365.1_DBKDKOLI_03091,hypothetical
>GCA_001526365.1_DBKDKOLI_03092,hypothetical
>GCA_001526365.1_DBKDKOLI_03093,Alpha-ketoglutarate-dependent
>GCA_001526365.1_DBKDKOLI_03094,4-hydroxybenzoate
>GCA_001526365.1_DBKDKOLI_03095,Dihydroxy-acid
>GCA_001526365.1_DBKDKOLI_03096,PCP
>GCA_001544455.2_DNCBMCHC_05647,Riboflavin
>GCA_001544455.2_DNCBMCHC_05648,Putative
>GCA_001544455.2_DNCBMCHC_05649,hypothetical
>GCA_001544455.2_DNCBMCHC_05650,Alpha-ketoglutarate-dependent
>GCA_001544455.2_DNCBMCHC_05651,HTH-type
>GCA_001544455.2_DNCBMCHC_05652,NAD(P)H
>GCA_001544455.2_DNCBMCHC_05653,3-oxoacyl-[acyl-carrier-protein]
>GCA_001557035.1_JKPIGPKA_02151,hypothetical
>GCA_001557035.1_JKPIGPKA_02152,Mesaconyl-C(4)-CoA
>GCA_001557035.1_JKPIGPKA_02153,hypothetical
>GCA_001557035.1_JKPIGPKA_02154,Alpha-ketoglutarate-dependent
>GCA_001557035.1_JKPIGPKA_02155,hypothetical
>GCA_001557035.1_JKPIGPKA_02156,hypothetical
>GCA_001557035.1_JKPIGPKA_02157,hypothetical
>GCA_001557035.1_JKPIGPKA_02681,hypothetical
>GCA_001557035.1_JKPIGPKA_02682,hypothetical
>GCA_001557035.1_JKPIGPKA_02683,hypothetical
>GCA_001557035.1_JKPIGPKA_02684,Alpha-ketoglutarate-dependent
>GCA_001557035.1_JKPIGPKA_02685,hypothetical
>GCA_001557035.1_JKPIGPKA_02686,hypothetical
>GCA_001557035.1_JKPIGPKA_02687,hypothetical
>GCA_001557035.1_JKPIGPKA_03128,hypothetical
>GCA_001557035.1_JKPIGPKA_03129,Pyridoxal
>GCA_001557035.1_JKPIGPKA_03130,Disulfide-bond
>GCA_001557035.1_JKPIGPKA_03131,Alpha-ketoglutarate-dependent
>GCA_001557035.1_JKPIGPKA_03132,hypothetical
>GCA_001557035.1_JKPIGPKA_03133,hypothetical
>GCA_001557035.1_JKPIGPKA_03134,Alcohol
>GCA_001557035.1_JKPIGPKA_03765,hypothetical
>GCA_001557035.1_JKPIGPKA_03766,hypothetical
>GCA_001557035.1_JKPIGPKA_03767,Pantothenate
>GCA_001557035.1_JKPIGPKA_03768,Alpha-ketoglutarate-dependent
>GCA_001557035.1_JKPIGPKA_03769,Hydroxypyruvate
>GCA_001557035.1_JKPIGPKA_03770,hypothetical
>GCA_001557035.1_JKPIGPKA_03771,L-fuculose
>GCA_001557035.1_JKPIGPKA_04453,hypothetical
>GCA_001557035.1_JKPIGPKA_04454,hypothetical
>GCA_001557035.1_JKPIGPKA_04455,hypothetical
>GCA_001557035.1_JKPIGPKA_04456,Alpha-ketoglutarate-dependent
>GCA_001557035.1_JKPIGPKA_04457,hypothetical
>GCA_001557035.1_JKPIGPKA_04458,hypothetical
>GCA_001557035.1_JKPIGPKA_04459,Biuret
>GCA_001557035.1_JKPIGPKA_04709,hypothetical
>GCA_001557035.1_JKPIGPKA_04710,Putative
>GCA_001557035.1_JKPIGPKA_04711,putative
>GCA_001557035.1_JKPIGPKA_04712,Alpha-ketoglutarate-dependent
>GCA_001557035.1_JKPIGPKA_04713,Riboflavin
>GCA_001557035.1_JKPIGPKA_04714,HTH-type
>GCA_001557035.1_JKPIGPKA_04715,Isonitrile
>GCA_001557035.1_JKPIGPKA_05240,Transcriptional
>GCA_001557035.1_JKPIGPKA_05241,putative
>GCA_001557035.1_JKPIGPKA_05242,hypothetical
>GCA_001557035.1_JKPIGPKA_05243,Alpha-ketoglutarate-dependent
>GCA_001557035.1_JKPIGPKA_05244,putative
>GCA_001557035.1_JKPIGPKA_05245,hypothetical
>GCA_001557035.1_JKPIGPKA_05246,hypothetical
>GCA_001613025.1_LBNOGOHO_01512,6-methylpretetramide
>GCA_001613025.1_LBNOGOHO_01513,Gluconate
>GCA_001613025.1_LBNOGOHO_01514,hypothetical
>GCA_001613025.1_LBNOGOHO_01515,Alpha-ketoglutarate-dependent
>GCA_001613025.1_LBNOGOHO_01516,2,3-dimethylmalate
>GCA_001613025.1_LBNOGOHO_01517,hypothetical
>GCA_001613025.1_LBNOGOHO_01518,putative
>GCA_001629445.1_IAEPHOFL_02273,hypothetical
>GCA_001629445.1_IAEPHOFL_02274,Epoxyqueuosine
>GCA_001629445.1_IAEPHOFL_02275,N,N-dimethylformamidase
>GCA_001629445.1_IAEPHOFL_02276,Alpha-ketoglutarate-dependent
>GCA_001629445.1_IAEPHOFL_02277,hypothetical
>GCA_001629445.1_IAEPHOFL_02278,Acyl-CoA
>GCA_001629445.1_IAEPHOFL_02279,Enoyl-CoA-hydratase
>GCA_001634365.1_HJAGBDBI_00979,1-deoxy-D-xylulose-5-phosphate
>GCA_001634365.1_HJAGBDBI_00980,hypothetical
>GCA_001634365.1_HJAGBDBI_00981,hypothetical
>GCA_001634365.1_HJAGBDBI_00982,Alpha-ketoglutarate-dependent
>GCA_001634365.1_HJAGBDBI_00983,hypothetical
>GCA_001634365.1_HJAGBDBI_00984,hypothetical
>GCA_001634365.1_HJAGBDBI_00985,hypothetical
>GCA_001634365.1_HJAGBDBI_00991,Outer
>GCA_001634365.1_HJAGBDBI_00992,S-formylglutathione
>GCA_001634365.1_HJAGBDBI_00993,hypothetical
>GCA_001634365.1_HJAGBDBI_00994,Alpha-ketoglutarate-dependent
>GCA_001634365.1_HJAGBDBI_00995,hypothetical
>GCA_001634365.1_HJAGBDBI_00996,hypothetical
>GCA_001634365.1_HJAGBDBI_00997,hypothetical
>GCA_001664005.1_BGEGLJPB_01342,Putative
>GCA_001664005.1_BGEGLJPB_01343,1,2-phenylacetyl-CoA
>GCA_001664005.1_BGEGLJPB_01344,Peptide
>GCA_001664005.1_BGEGLJPB_01345,Alpha-ketoglutarate-dependent
>GCA_001664005.1_BGEGLJPB_01346,hypothetical
>GCA_001664005.1_BGEGLJPB_01347,S-(hydroxymethyl)mycothiol
>GCA_001664005.1_BGEGLJPB_01348,D-galactonate
>GCA_001717955.1_HFFJCBCN_00360,hypothetical
>GCA_001717955.1_HFFJCBCN_00361,4-sulfomuconolactone
>GCA_001717955.1_HFFJCBCN_00362,hypothetical
>GCA_001717955.1_HFFJCBCN_00363,Alpha-ketoglutarate-dependent
>GCA_001717955.1_HFFJCBCN_00364,Acetolactate
>GCA_001717955.1_HFFJCBCN_00365,3-oxoacyl-[acyl-carrier-protein]
>GCA_001717955.1_HFFJCBCN_00366,hypothetical
>GCA_001721285.1_FJLKJJOE_03972,putative
>GCA_001721285.1_FJLKJJOE_03973,3-oxoacyl-[acyl-carrier-protein]
>GCA_001721285.1_FJLKJJOE_03974,hypothetical
>GCA_001721285.1_FJLKJJOE_03975,Alpha-ketoglutarate-dependent
>GCA_001721285.1_FJLKJJOE_03976,Putative
>GCA_001721285.1_FJLKJJOE_03977,HTH-type
>GCA_001721285.1_FJLKJJOE_03978,Zinc-type
>GCA_001724045.1_JOKAIJDH_05427,hypothetical
>GCA_001724045.1_JOKAIJDH_05428,hypothetical
>GCA_001724045.1_JOKAIJDH_05429,Multicopper
>GCA_001724045.1_JOKAIJDH_05430,Alpha-ketoglutarate-dependent
>GCA_001724045.1_JOKAIJDH_05431,hypothetical
>GCA_001724045.1_JOKAIJDH_05432,hypothetical
>GCA_001724045.1_JOKAIJDH_05433,hypothetical
>GCA_001724045.1_JOKAIJDH_05654,D-malate
>GCA_001724045.1_JOKAIJDH_05655,hypothetical
>GCA_001724045.1_JOKAIJDH_05656,hypothetical
>GCA_001724045.1_JOKAIJDH_05657,Alpha-ketoglutarate-dependent
>GCA_001724045.1_JOKAIJDH_05658,hypothetical
>GCA_001724045.1_JOKAIJDH_05659,hypothetical
>GCA_001724045.1_JOKAIJDH_05660,hypothetical
>GCA_001724045.1_JOKAIJDH_06177,Glutamyl-tRNA(Gln)
>GCA_001724045.1_JOKAIJDH_06178,hypothetical
>GCA_001724045.1_JOKAIJDH_06179,Ribonuclease
>GCA_001724045.1_JOKAIJDH_06180,Alpha-ketoglutarate-dependent
>GCA_001724045.1_JOKAIJDH_06181,Transcriptional
>GCA_001724045.1_JOKAIJDH_06182,hypothetical
>GCA_001724045.1_JOKAIJDH_06183,hypothetical
>GCA_001724295.1_HDODKOJI_01526,Prophage
>GCA_001724295.1_HDODKOJI_01527,hypothetical
>GCA_001724295.1_HDODKOJI_01528,hypothetical
>GCA_001724295.1_HDODKOJI_01529,Alpha-ketoglutarate-dependent
>GCA_001724295.1_HDODKOJI_01530,Gluconate
>GCA_001724295.1_HDODKOJI_01531,Dimethyl
>GCA_001724295.1_HDODKOJI_01532,D-hydantoinase
>GCA_001724675.1_BBDEAHBE_00559,Bifunctional
>GCA_001724675.1_BBDEAHBE_00560,N-acetylmuramic
>GCA_001724675.1_BBDEAHBE_00562,PKHD-type
>GCA_001724675.1_BBDEAHBE_00563,Alpha-ketoglutarate-dependent
>GCA_001724675.1_BBDEAHBE_00564,hypothetical
>GCA_001724675.1_BBDEAHBE_00565,hypothetical
>GCA_001724675.1_BBDEAHBE_00566,hypothetical
>GCA_001725025.1_KFAKFMKO_00346,hypothetical
>GCA_001725025.1_KFAKFMKO_00347,Isochorismatase
>GCA_001725025.1_KFAKFMKO_00348,Transcriptional
>GCA_001725025.1_KFAKFMKO_00349,Alpha-ketoglutarate-dependent
>GCA_001725025.1_KFAKFMKO_00350,hypothetical
>GCA_001725025.1_KFAKFMKO_00351,hypothetical
>GCA_001725025.1_KFAKFMKO_00352,putative
>GCA_001725945.1_BEONGPAL_01654,Protein
>GCA_001725945.1_BEONGPAL_01655,Long-chain-fatty-acid--CoA
>GCA_001725945.1_BEONGPAL_01656,Putative
>GCA_001725945.1_BEONGPAL_01657,hypothetical
>GCA_001725945.1_BEONGPAL_01658,hypothetical
>GCA_001725945.1_BEONGPAL_01659,hypothetical
>GCA_001725945.1_BEONGPAL_01660,hypothetical
>GCA_001757355.1_EMHCOMJK_00293,hypothetical
>GCA_001757355.1_EMHCOMJK_00294,2-dehydro-3-deoxy-D-gluconate
>GCA_001757355.1_EMHCOMJK_00295,Acetolactate
>GCA_001757355.1_EMHCOMJK_00296,Alpha-ketoglutarate-dependent
>GCA_001757355.1_EMHCOMJK_00297,Glutarate-semialdehyde
>GCA_001757355.1_EMHCOMJK_00298,hypothetical
>GCA_001757355.1_EMHCOMJK_00299,hypothetical
>GCA_001770325.1_KAKFFPIO_01569,Adenosine
>GCA_001770325.1_KAKFFPIO_01570,Outer
>GCA_001770325.1_KAKFFPIO_01571,NADPH
>GCA_001770325.1_KAKFFPIO_01572,Alpha-ketoglutarate-dependent
>GCA_001770325.1_KAKFFPIO_01573,hypothetical
>GCA_001770325.1_KAKFFPIO_01574,Fructose-1-phosphate
>GCA_001770325.1_KAKFFPIO_01575,Phosphate-import
>GCA_001770325.1_KAKFFPIO_02849,hypothetical
>GCA_001770325.1_KAKFFPIO_02850,hypothetical
>GCA_001770325.1_KAKFFPIO_02851,hypothetical
>GCA_001770325.1_KAKFFPIO_02852,Alpha-ketoglutarate-dependent
>GCA_001770325.1_KAKFFPIO_02853,hypothetical
>GCA_001770325.1_KAKFFPIO_02854,Hexuronate
>GCA_001770325.1_KAKFFPIO_02855,2,5-diketo-D-gluconic
>GCA_001770325.1_KAKFFPIO_02890,hypothetical
>GCA_001770325.1_KAKFFPIO_02891,hypothetical
>GCA_001770325.1_KAKFFPIO_02892,hypothetical
>GCA_001770325.1_KAKFFPIO_02893,Alpha-ketoglutarate-dependent
>GCA_001770325.1_KAKFFPIO_02894,hypothetical
>GCA_001770325.1_KAKFFPIO_02895,2,5-diketo-D-gluconic
>GCA_001770325.1_KAKFFPIO_02896,hypothetical
>GCA_001770325.1_KAKFFPIO_03275,Esterase
>GCA_001770325.1_KAKFFPIO_03276,Enterobactin
>GCA_001770325.1_KAKFFPIO_03277,hypothetical
>GCA_001770325.1_KAKFFPIO_03278,Alpha-ketoglutarate-dependent
>GCA_001770325.1_KAKFFPIO_03279,hypothetical
>GCA_001770325.1_KAKFFPIO_03280,hypothetical
>GCA_001770325.1_KAKFFPIO_03281,Virginiamycin
>GCA_001788485.1_FLJNBMCF_00599,4-hydroxybenzoyl-CoA
>GCA_001788485.1_FLJNBMCF_00600,hypothetical
>GCA_001788485.1_FLJNBMCF_00601,hypothetical
>GCA_001788485.1_FLJNBMCF_00602,Alpha-ketoglutarate-dependent
>GCA_001788485.1_FLJNBMCF_00603,Carbon
>GCA_001788485.1_FLJNBMCF_00604,hypothetical
>GCA_001788485.1_FLJNBMCF_00605,hypothetical
>GCA_001868735.1_ADPIEAON_02139,hypothetical
>GCA_001868735.1_ADPIEAON_02140,2-dehydro-3-deoxy-D-gluconate
>GCA_001868735.1_ADPIEAON_02141,3-oxoacyl-[acyl-carrier-protein]
>GCA_001868735.1_ADPIEAON_02142,Alpha-ketoglutarate-dependent
>GCA_001868735.1_ADPIEAON_02143,hypothetical
>GCA_001868735.1_ADPIEAON_02144,hypothetical
>GCA_001868735.1_ADPIEAON_02145,hypothetical
>GCA_001884705.1_BFFGOBPB_02047,Monomeric
>GCA_001884705.1_BFFGOBPB_02048,Release
>GCA_001884705.1_BFFGOBPB_02049,Pyrroline-5-carboxylate
>GCA_001884705.1_BFFGOBPB_02050,Alpha-ketoglutarate-dependent
>GCA_001884705.1_BFFGOBPB_02051,hypothetical
>GCA_001884705.1_BFFGOBPB_02052,Acetylornithine
>GCA_001884705.1_BFFGOBPB_02053,hypothetical
>GCA_001897045.1_KDHAJBEK_02838,Transcriptional
>GCA_001897045.1_KDHAJBEK_02839,Vitamin
>GCA_001897045.1_KDHAJBEK_02840,4-hydroxybenzoate
>GCA_001897045.1_KDHAJBEK_02841,Alpha-ketoglutarate-dependent
>GCA_001897045.1_KDHAJBEK_02842,Glycerate
>GCA_001897045.1_KDHAJBEK_02843,hypothetical
>GCA_001897045.1_KDHAJBEK_02844,Vitamin
>GCA_001897135.1_PLGGCFFB_00034,hypothetical
>GCA_001897135.1_PLGGCFFB_00035,hypothetical
>GCA_001897135.1_PLGGCFFB_00036,Inner
>GCA_001897135.1_PLGGCFFB_00037,Alpha-ketoglutarate-dependent
>GCA_001897135.1_PLGGCFFB_00038,Mesaconyl-CoA
>GCA_001897135.1_PLGGCFFB_00039,hypothetical
>GCA_001897135.1_PLGGCFFB_00040,hypothetical
>GCA_001897995.1_MCGBECMO_00709,Cyclopentanol
>GCA_001897995.1_MCGBECMO_00710,hypothetical
>GCA_001897995.1_MCGBECMO_00711,NAD
>GCA_001897995.1_MCGBECMO_00712,Alpha-ketoglutarate-dependent
>GCA_001897995.1_MCGBECMO_00713,hypothetical
>GCA_001897995.1_MCGBECMO_00714,hypothetical
>GCA_001897995.1_MCGBECMO_00715,hypothetical
>GCA_001897995.1_MCGBECMO_02639,HTH-type
>GCA_001897995.1_MCGBECMO_02640,Putative
>GCA_001897995.1_MCGBECMO_02641,putative
>GCA_001897995.1_MCGBECMO_02642,Alpha-ketoglutarate-dependent
>GCA_001897995.1_MCGBECMO_02643,Riboflavin
>GCA_001897995.1_MCGBECMO_02644,hypothetical
>GCA_001897995.1_MCGBECMO_02645,HTH-type
>GCA_001897995.1_MCGBECMO_03441,Pyridoxal
>GCA_001897995.1_MCGBECMO_03442,Disulfide-bond
>GCA_001897995.1_MCGBECMO_03443,hypothetical
>GCA_001897995.1_MCGBECMO_03444,Alpha-ketoglutarate-dependent
>GCA_001897995.1_MCGBECMO_03445,hypothetical
>GCA_001897995.1_MCGBECMO_03446,hypothetical
>GCA_001897995.1_MCGBECMO_03447,Alcohol
>GCA_001897995.1_MCGBECMO_04102,Alkaline
>GCA_001897995.1_MCGBECMO_04103,Alkaline
>GCA_001897995.1_MCGBECMO_04104,hypothetical
>GCA_001897995.1_MCGBECMO_04105,Alpha-ketoglutarate-dependent
>GCA_001897995.1_MCGBECMO_04106,hypothetical
>GCA_001897995.1_MCGBECMO_04107,hypothetical
>GCA_001897995.1_MCGBECMO_04108,hypothetical
>GCA_001897995.1_MCGBECMO_04248,hypothetical
>GCA_001897995.1_MCGBECMO_04249,Pantothenate
>GCA_001897995.1_MCGBECMO_04250,3-ketoacyl-CoA
>GCA_001897995.1_MCGBECMO_04251,Alpha-ketoglutarate-dependent
>GCA_001897995.1_MCGBECMO_04252,Glyoxylate/hydroxypyruvate
>GCA_001897995.1_MCGBECMO_04253,hypothetical
>GCA_001897995.1_MCGBECMO_04254,hypothetical
>GCA_001897995.1_MCGBECMO_05341,Acetyl-coenzyme
>GCA_001897995.1_MCGBECMO_05342,hypothetical
>GCA_001897995.1_MCGBECMO_05343,hypothetical
>GCA_001897995.1_MCGBECMO_05344,Alpha-ketoglutarate-dependent
>GCA_001897995.1_MCGBECMO_05345,Mesaconyl-C(4)-CoA
>GCA_001897995.1_MCGBECMO_05346,hypothetical
>GCA_001897995.1_MCGBECMO_05347,hypothetical
>GCA_001898545.1_PFNCBAME_00966,hypothetical
>GCA_001898545.1_PFNCBAME_00967,hypothetical
>GCA_001898545.1_PFNCBAME_00968,hypothetical
>GCA_001898545.1_PFNCBAME_00969,Alpha-ketoglutarate-dependent
>GCA_001898545.1_PFNCBAME_00970,Acetyl-/propionyl-coenzyme
>GCA_001898545.1_PFNCBAME_00971,hypothetical
>GCA_001898545.1_PFNCBAME_00972,Methylmalonyl-CoA
>GCA_001898545.1_PFNCBAME_03053,hypothetical
>GCA_001898545.1_PFNCBAME_03054,Ribonuclease
>GCA_001898545.1_PFNCBAME_03055,Uracil-DNA
>GCA_001898545.1_PFNCBAME_03056,Alpha-ketoglutarate-dependent
>GCA_001898545.1_PFNCBAME_03057,Alpha-ketoglutarate-dependent
>GCA_001898545.1_PFNCBAME_03058,3'3'-cGAMP-specific
>GCA_001898545.1_PFNCBAME_03059,Alpha-ketoglutarate-dependent
>GCA_001898545.1_PFNCBAME_03060,Putative
>GCA_001899585.1_FPILEDGA_03720,hypothetical
>GCA_001899585.1_FPILEDGA_03721,3-oxoadipate
>GCA_001899585.1_FPILEDGA_03722,hypothetical
>GCA_001899585.1_FPILEDGA_03723,Alpha-ketoglutarate-dependent
>GCA_001899585.1_FPILEDGA_03724,hypothetical
>GCA_001899585.1_FPILEDGA_03725,hypothetical
>GCA_001899585.1_FPILEDGA_03726,hypothetical
>GCA_001899715.1_NNDIIFGP_00707,2-haloacrylate
>GCA_001899715.1_NNDIIFGP_00708,Acetyl
>GCA_001899715.1_NNDIIFGP_00709,hypothetical
>GCA_001899715.1_NNDIIFGP_00710,Alpha-ketoglutarate-dependent
>GCA_001899715.1_NNDIIFGP_00711,2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate
>GCA_001899715.1_NNDIIFGP_00712,Putative
>GCA_001899715.1_NNDIIFGP_00713,Glycerate
>GCA_001899715.1_NNDIIFGP_03446,hypothetical
>GCA_001899715.1_NNDIIFGP_03447,hypothetical
>GCA_001899715.1_NNDIIFGP_03448,hypothetical
>GCA_001899715.1_NNDIIFGP_03449,Alpha-ketoglutarate-dependent
>GCA_001899715.1_NNDIIFGP_03450,Putative
>GCA_001899715.1_NNDIIFGP_03451,hypothetical
>GCA_001899715.1_NNDIIFGP_03452,hypothetical
>GCA_001899725.1_BIOPPBHD_00711,hypothetical
>GCA_001899725.1_BIOPPBHD_00712,Non-haem
>GCA_001899725.1_BIOPPBHD_00713,Pesticin
>GCA_001899725.1_BIOPPBHD_00714,Alpha-ketoglutarate-dependent
>GCA_001899725.1_BIOPPBHD_00715,Narbonolide/10-deoxymethynolide
>GCA_001899725.1_BIOPPBHD_00716,3-oxoacyl-[acyl-carrier-protein]
>GCA_001899725.1_BIOPPBHD_00717,hypothetical
>GCA_001914535.1_AAHODJEL_02599,Transcription
>GCA_001914535.1_AAHODJEL_02600,3-oxoadipate
>GCA_001914535.1_AAHODJEL_02601,Acetyl-CoA:oxalate
>GCA_001914535.1_AAHODJEL_02602,Alpha-ketoglutarate-dependent
>GCA_001914535.1_AAHODJEL_02603,hypothetical
>GCA_001914535.1_AAHODJEL_02604,L-2-hydroxyglutarate
>GCA_001914535.1_AAHODJEL_02605,hypothetical
>GCA_001914555.1_ALPJKJOK_00609,4-methylaminobutanoate
>GCA_001914555.1_ALPJKJOK_00610,hypothetical
>GCA_001914555.1_ALPJKJOK_00611,hypothetical
>GCA_001914555.1_ALPJKJOK_00612,Alpha-ketoglutarate-dependent
>GCA_001914555.1_ALPJKJOK_00613,hypothetical
>GCA_001914555.1_ALPJKJOK_00614,hypothetical
>GCA_001914555.1_ALPJKJOK_00615,hypothetical
>GCA_001914555.1_ALPJKJOK_01501,3-hydroxyanthranilate
>GCA_001914555.1_ALPJKJOK_01502,Acetyl-CoA:oxalate
>GCA_001914555.1_ALPJKJOK_01503,(S)-1-Phenylethanol
>GCA_001914555.1_ALPJKJOK_01504,Alpha-ketoglutarate-dependent
>GCA_001914555.1_ALPJKJOK_01505,F420-dependent
>GCA_001914555.1_ALPJKJOK_01506,hypothetical
>GCA_001914555.1_ALPJKJOK_01507,DNA
>GCA_001914555.1_ALPJKJOK_02128,Sulfoacetaldehyde
>GCA_001914555.1_ALPJKJOK_02129,Multidrug
>GCA_001914555.1_ALPJKJOK_02130,hypothetical
>GCA_001914555.1_ALPJKJOK_02131,Alpha-ketoglutarate-dependent
>GCA_001914555.1_ALPJKJOK_02132,D-galactarolactone
>GCA_001914555.1_ALPJKJOK_02133,Periplasmic
>GCA_001914555.1_ALPJKJOK_02134,Formyl-CoA:oxalate
>GCA_001917535.1_AABAIHPC_00816,Carboxyvinyl-carboxyphosphonate
>GCA_001917535.1_AABAIHPC_00817,hypothetical
>GCA_001917535.1_AABAIHPC_00818,hypothetical
>GCA_001917535.1_AABAIHPC_00819,Alpha-ketoglutarate-dependent
>GCA_001917535.1_AABAIHPC_00820,1D-myo-inositol
>GCA_001917535.1_AABAIHPC_00821,Ribonuclease
>GCA_001917535.1_AABAIHPC_00822,hypothetical
>GCA_001917585.1_COMPHFBH_01654,putative
>GCA_001917585.1_COMPHFBH_01655,hypothetical
>GCA_001917585.1_COMPHFBH_01656,putative
>GCA_001917585.1_COMPHFBH_01657,Alpha-ketoglutarate-dependent
>GCA_001917585.1_COMPHFBH_01658,Limonene
>GCA_001917585.1_COMPHFBH_01659,hypothetical
>GCA_001917585.1_COMPHFBH_01660,hypothetical
>GCA_001917585.1_COMPHFBH_01665,hypothetical
>GCA_001917585.1_COMPHFBH_01666,hypothetical
>GCA_001917585.1_COMPHFBH_01667,hypothetical
>GCA_001917585.1_COMPHFBH_01668,Alpha-ketoglutarate-dependent
>GCA_001917585.1_COMPHFBH_01669,L-hydantoinase
>GCA_001917585.1_COMPHFBH_01670,hypothetical
>GCA_001917585.1_COMPHFBH_01671,C4-dicarboxylate
>GCA_001917585.1_COMPHFBH_04124,hypothetical
>GCA_001917585.1_COMPHFBH_04125,D-galactonate
>GCA_001917585.1_COMPHFBH_04126,D-galactarolactone
>GCA_001917585.1_COMPHFBH_04127,Alpha-ketoglutarate-dependent
>GCA_001917585.1_COMPHFBH_04128,Multidrug
>GCA_001917585.1_COMPHFBH_04129,Sulfoacetaldehyde
>GCA_001917585.1_COMPHFBH_04130,hypothetical
>GCA_001919035.1_HBLFOPPL_02453,hypothetical
>GCA_001919035.1_HBLFOPPL_02454,4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol
>GCA_001919035.1_HBLFOPPL_02455,Putative
>GCA_001919035.1_HBLFOPPL_02456,Alpha-ketoglutarate-dependent
>GCA_001919035.1_HBLFOPPL_02457,hypothetical
>GCA_001919035.1_HBLFOPPL_02458,Ribonuclease
>GCA_001919035.1_HBLFOPPL_02459,hypothetical
>GCA_001919565.1_GLCAILLL_00355,hypothetical
>GCA_001919565.1_GLCAILLL_00356,hypothetical
>GCA_001919565.1_GLCAILLL_00358,Regulatory
>GCA_001919565.1_GLCAILLL_00359,Alpha-ketoglutarate-dependent
>GCA_001919565.1_GLCAILLL_00360,hypothetical
>GCA_001919565.1_GLCAILLL_00361,hypothetical
>GCA_001919565.1_GLCAILLL_00362,hypothetical
>GCA_001920255.1_MIJAPFGJ_00895,Oxalate:formate
>GCA_001920255.1_MIJAPFGJ_00896,hypothetical
>GCA_001920255.1_MIJAPFGJ_00897,hypothetical
>GCA_001920255.1_MIJAPFGJ_00898,Alpha-ketoglutarate-dependent
>GCA_001920255.1_MIJAPFGJ_00899,hypothetical
>GCA_001920255.1_MIJAPFGJ_00900,hypothetical
>GCA_001920255.1_MIJAPFGJ_00901,6-methylpretetramide
>GCA_001931485.1_PJPKAIMI_05067,PCP
